train_number,train_name,source,destination,travel_class,booking_date,travel_date,days_before_travel,waitlist_position,month,day_of_week,is_festival_season,is_peak_season,is_weekend,train_type,confirmed,total_seats_class,cancellation_rate
12903,Golden Temple Mail,ST,KOTA,SL,2026-01-21,2026-02-18,28,37,2,2,False,False,False,Superfast,True,300,0.145
12909,Garib Rath,KOTA,NDLS,3A,2026-03-10,2026-03-25,15,0,3,2,True,False,False,Garib Rath,True,226,0.336
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-10-22,2026-01-21,91,0,1,2,False,False,False,Duronto,True,276,0.247
12621,Tamil Nadu Express,BSL,BPL,SL,2025-11-24,2026-03-23,119,0,3,0,True,False,False,Superfast,True,120,0.083
12187,Mumbai Garib Rath,KYN,BPL,3A,2025-12-24,2026-03-19,85,0,3,3,True,False,False,Garib Rath,True,169,0.066
12137,Punjab Mail,ET,NDLS,SL,2026-03-27,2026-04-08,12,0,4,2,True,True,False,Mail,True,130,0.172
12621,Tamil Nadu Express,AGC,NDLS,SL,2026-01-06,2026-02-16,41,0,2,0,False,False,False,Superfast,True,383,0.222
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-10-13,2026-02-02,112,0,2,0,False,False,False,Duronto,True,68,0.349
12137,Punjab Mail,JHS,AGC,3A,2025-09-25,2026-01-15,112,0,1,3,False,False,False,Mail,False,340,0.231
12909,Garib Rath,ST,KOTA,3A,2025-10-07,2026-01-28,113,0,1,2,False,False,False,Garib Rath,True,289,0.132
12953,August Kranti Rajdhani,BRC,RTM,3A,2026-02-04,2026-04-03,58,13,4,4,True,True,False,Rajdhani,False,222,0.287
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-01-14,2026-04-02,78,0,4,3,True,True,False,Garib Rath,True,268,0.205
12953,August Kranti Rajdhani,RTM,KOTA,1A,2026-02-24,2026-03-13,17,63,3,4,True,False,False,Rajdhani,True,278,0.276
12909,Garib Rath,ST,NDLS,3A,2026-03-02,2026-04-04,33,0,4,5,True,True,True,Garib Rath,True,110,0.19
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-11-28,2026-02-17,81,0,2,1,False,False,False,Duronto,True,163,0.116
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-12-24,2026-03-29,95,0,3,6,True,False,True,Duronto,True,331,0.324
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-22,2026-03-28,96,0,3,5,True,False,True,Duronto,True,91,0.208
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-01-04,2026-01-18,14,71,1,6,False,False,True,Duronto,False,324,0.095
12909,Garib Rath,KOTA,NDLS,3A,2025-11-11,2026-02-06,87,0,2,4,False,False,False,Garib Rath,True,300,0.077
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-03-01,2026-03-17,16,81,3,1,True,False,False,Duronto,True,207,0.267
12137,Punjab Mail,BSL,NDLS,1A,2025-11-04,2026-02-07,95,0,2,5,False,False,True,Mail,True,73,0.177
12953,August Kranti Rajdhani,KOTA,NDLS,1A,2025-11-13,2026-03-12,119,0,3,3,True,False,False,Rajdhani,False,259,0.104
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-01-02,2026-02-28,57,0,2,5,False,False,True,Duronto,True,326,0.09
12909,Garib Rath,MMCT,ST,3A,2025-11-21,2026-01-27,67,0,1,1,False,False,False,Garib Rath,True,164,0.3
12951,Mumbai Rajdhani,KOTA,NDLS,3A,2025-12-19,2026-03-21,92,0,3,5,True,False,True,Rajdhani,True,244,0.297
12903,Golden Temple Mail,SWM,NDLS,3A,2025-12-31,2026-02-04,35,30,2,2,False,False,False,Superfast,True,66,0.293
12137,Punjab Mail,AGC,MTJ,2A,2025-12-24,2026-01-19,26,13,1,0,False,False,False,Mail,True,394,0.261
12951,Mumbai Rajdhani,BRC,NDLS,1A,2026-01-16,2026-03-08,51,0,3,6,True,False,True,Rajdhani,True,78,0.092
12925,Paschim Express,BRC,NDLS,SL,2026-01-14,2026-03-28,73,0,3,5,True,False,True,Superfast,True,214,0.121
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-14,2026-01-18,35,18,1,6,False,False,True,Duronto,True,139,0.238
12137,Punjab Mail,GWL,MTJ,1A,2026-02-18,2026-04-03,44,0,4,4,True,True,False,Mail,True,263,0.172
12925,Paschim Express,SWM,MTJ,GN,2026-01-09,2026-02-08,30,39,2,6,False,False,True,Superfast,True,287,0.324
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-11-22,2026-01-28,67,0,1,2,False,False,False,Duronto,True,180,0.111
12953,August Kranti Rajdhani,RTM,NDLS,1A,2025-11-28,2026-02-04,68,0,2,2,False,False,False,Rajdhani,True,243,0.252
12187,Mumbai Garib Rath,CSMT,KYN,3A,2025-12-15,2026-03-27,102,0,3,4,True,False,False,Garib Rath,True,336,0.115
12903,Golden Temple Mail,RTM,MTJ,2A,2026-01-08,2026-02-04,27,16,2,2,False,False,False,Superfast,False,174,0.259
12903,Golden Temple Mail,KOTA,SWM,SL,2025-11-09,2026-02-16,99,0,2,0,False,False,False,Superfast,True,323,0.245
12925,Paschim Express,RTM,MTJ,GN,2025-11-25,2026-01-23,59,26,1,4,False,False,False,Superfast,True,213,0.324
12909,Garib Rath,ST,KOTA,3A,2025-11-28,2026-02-08,72,0,2,6,False,False,True,Garib Rath,True,58,0.128
12187,Mumbai Garib Rath,JHS,NDLS,3A,2026-01-17,2026-02-05,19,0,2,3,False,False,False,Garib Rath,True,175,0.2
12909,Garib Rath,ST,KOTA,3A,2025-12-05,2026-02-01,58,24,2,6,False,False,True,Garib Rath,True,329,0.196
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-12-07,2026-04-06,120,0,4,0,True,True,False,Duronto,False,53,0.174
12903,Golden Temple Mail,BVI,BRC,2A,2026-02-17,2026-03-16,27,0,3,0,True,False,False,Superfast,True,391,0.33
12621,Tamil Nadu Express,AGC,NDLS,2A,2026-01-13,2026-03-22,68,0,3,6,True,False,True,Superfast,True,58,0.209
12925,Paschim Express,RTM,KOTA,GN,2025-10-22,2026-02-02,103,0,2,0,False,False,False,Superfast,True,99,0.207
12903,Golden Temple Mail,ST,MTJ,SL,2025-11-13,2026-02-25,104,0,2,2,False,False,False,Superfast,True,253,0.074
12137,Punjab Mail,JHS,AGC,2A,2026-03-01,2026-04-08,38,40,4,2,True,True,False,Mail,False,382,0.278
12953,August Kranti Rajdhani,RTM,NDLS,2A,2026-01-01,2026-03-12,70,0,3,3,True,False,False,Rajdhani,True,54,0.261
12953,August Kranti Rajdhani,RTM,NDLS,3A,2025-11-14,2026-02-22,100,0,2,6,False,False,True,Rajdhani,True,98,0.318
12951,Mumbai Rajdhani,BRC,KOTA,3A,2025-12-01,2026-03-24,113,0,3,1,True,False,False,Rajdhani,True,73,0.327
12925,Paschim Express,MMCT,BRC,SL,2026-02-04,2026-02-06,2,46,2,4,False,False,False,Superfast,True,253,0.329
12925,Paschim Express,ST,MTJ,3A,2025-12-19,2026-03-01,72,0,3,6,True,False,True,Superfast,True,326,0.15
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-02-23,2026-03-07,12,45,3,5,True,False,True,Duronto,False,364,0.336
12137,Punjab Mail,ET,BPL,3A,2025-11-29,2026-03-09,100,0,3,0,True,False,False,Mail,True,232,0.216
12137,Punjab Mail,BPL,GWL,GN,2025-12-06,2026-02-28,84,0,2,5,False,False,True,Mail,True,366,0.139
12903,Golden Temple Mail,BVI,ST,SL,2026-02-09,2026-02-28,19,20,2,5,False,False,True,Superfast,True,104,0.077
12925,Paschim Express,MTJ,NDLS,SL,2026-01-14,2026-01-27,13,0,1,1,False,False,False,Superfast,True,334,0.204
12953,August Kranti Rajdhani,MMCT,ST,2A,2025-11-13,2026-01-22,70,0,1,3,False,False,False,Rajdhani,True,216,0.309
12951,Mumbai Rajdhani,KOTA,NDLS,2A,2025-10-14,2026-01-21,99,0,1,2,False,False,False,Rajdhani,True,336,0.322
12903,Golden Temple Mail,MTJ,NDLS,GN,2026-01-07,2026-01-28,21,0,1,2,False,False,False,Superfast,True,82,0.1
12925,Paschim Express,SWM,NDLS,GN,2025-10-12,2026-01-20,100,0,1,1,False,False,False,Superfast,True,176,0.266
12621,Tamil Nadu Express,BSL,AGC,2A,2026-02-01,2026-02-18,17,1,2,2,False,False,False,Superfast,True,367,0.164
12909,Garib Rath,BRC,NDLS,3A,2025-12-21,2026-04-04,104,0,4,5,True,True,True,Garib Rath,True,119,0.14
12187,Mumbai Garib Rath,GWL,NDLS,3A,2025-12-24,2026-02-02,40,13,2,0,False,False,False,Garib Rath,True,374,0.197
12187,Mumbai Garib Rath,KYN,JHS,3A,2026-01-26,2026-03-02,35,0,3,0,True,False,False,Garib Rath,True,353,0.349
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-12-23,2026-02-17,56,0,2,1,False,False,False,Duronto,True,259,0.252
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-11-07,2026-01-30,84,0,1,4,False,False,False,Duronto,True,243,0.072
12187,Mumbai Garib Rath,BPL,NDLS,3A,2026-01-07,2026-03-16,68,0,3,0,True,False,False,Garib Rath,True,264,0.213
12909,Garib Rath,KOTA,NDLS,3A,2025-11-05,2026-02-11,98,0,2,2,False,False,False,Garib Rath,True,231,0.1
12187,Mumbai Garib Rath,CSMT,GWL,3A,2025-11-18,2026-02-22,96,0,2,6,False,False,True,Garib Rath,True,270,0.082
12953,August Kranti Rajdhani,BRC,RTM,3A,2025-12-13,2026-03-18,95,0,3,2,True,False,False,Rajdhani,True,344,0.116
12909,Garib Rath,BRC,NDLS,3A,2025-12-01,2026-01-14,44,0,1,2,False,False,False,Garib Rath,True,93,0.085
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-10,2026-02-06,58,0,2,4,False,False,False,Duronto,True,274,0.267
12621,Tamil Nadu Express,BPL,JHS,SL,2026-04-06,2026-04-11,5,0,4,5,True,True,True,Superfast,True,105,0.253
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-02-09,2026-03-23,42,21,3,0,True,False,False,Duronto,False,257,0.239
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-12-26,2026-03-30,94,0,3,0,True,False,False,Duronto,True,280,0.228
12137,Punjab Mail,CSMT,BSL,2A,2026-03-07,2026-04-11,35,39,4,5,True,True,True,Mail,False,324,0.106
12909,Garib Rath,BVI,NDLS,3A,2026-03-04,2026-04-06,33,0,4,0,True,True,False,Garib Rath,True,210,0.229
12187,Mumbai Garib Rath,BPL,NDLS,3A,2026-01-12,2026-02-25,44,0,2,2,False,False,False,Garib Rath,True,394,0.262
12925,Paschim Express,BVI,MTJ,3A,2025-12-17,2026-01-26,40,0,1,0,False,False,False,Superfast,True,122,0.203
12137,Punjab Mail,AGC,MTJ,GN,2026-01-16,2026-03-06,49,0,3,4,True,False,False,Mail,True,380,0.329
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-01-17,2026-02-03,17,41,2,1,False,False,False,Duronto,False,233,0.336
12621,Tamil Nadu Express,MMR,ET,GN,2026-01-04,2026-03-16,71,0,3,0,True,False,False,Superfast,True,259,0.255
12137,Punjab Mail,JHS,NDLS,2A,2026-03-14,2026-03-24,10,6,3,1,True,False,False,Mail,True,66,0.132
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-02,2026-03-15,72,0,3,6,True,False,True,Duronto,True,107,0.222
12925,Paschim Express,KOTA,NDLS,2A,2025-12-01,2026-03-08,97,0,3,6,True,False,True,Superfast,True,267,0.081
12903,Golden Temple Mail,BRC,RTM,GN,2026-01-22,2026-02-24,33,28,2,1,False,False,False,Superfast,True,110,0.283
12903,Golden Temple Mail,ST,NDLS,SL,2025-12-22,2026-04-11,110,0,4,5,True,True,True,Superfast,True,269,0.1
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-12-14,2026-02-24,72,0,2,1,False,False,False,Duronto,True,355,0.212
12909,Garib Rath,ST,KOTA,3A,2025-11-28,2026-03-17,109,0,3,1,True,False,False,Garib Rath,True,397,0.295
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-15,2026-04-04,110,0,4,5,True,True,True,Duronto,True,117,0.125
12909,Garib Rath,BVI,NDLS,3A,2026-03-07,2026-03-25,18,52,3,2,True,False,False,Garib Rath,False,88,0.24
12953,August Kranti Rajdhani,RTM,NDLS,3A,2025-10-31,2026-02-27,119,0,2,4,False,False,False,Rajdhani,True,299,0.148
12951,Mumbai Rajdhani,MMCT,NDLS,3A,2026-01-15,2026-04-10,85,0,4,4,True,True,False,Rajdhani,True,82,0.289
12137,Punjab Mail,MMR,MTJ,2A,2025-12-13,2026-02-14,63,0,2,5,False,False,True,Mail,True,195,0.151
12187,Mumbai Garib Rath,KYN,NDLS,3A,2025-11-15,2026-02-23,100,0,2,0,False,False,False,Garib Rath,True,74,0.064
12621,Tamil Nadu Express,CSMT,MMR,3A,2026-01-13,2026-03-10,56,1,3,1,True,False,False,Superfast,True,117,0.315
12925,Paschim Express,ST,KOTA,2A,2025-12-05,2026-02-26,83,0,2,3,False,False,False,Superfast,True,240,0.249
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-01-08,2026-04-10,92,0,4,4,True,True,False,Duronto,True,269,0.247
12953,August Kranti Rajdhani,MMCT,BRC,2A,2026-01-18,2026-01-27,9,0,1,1,False,False,False,Rajdhani,True,54,0.052
12909,Garib Rath,MMCT,KOTA,3A,2025-11-20,2026-01-20,61,0,1,1,False,False,False,Garib Rath,True,95,0.269
12953,August Kranti Rajdhani,MMCT,RTM,2A,2025-10-29,2026-02-18,112,0,2,2,False,False,False,Rajdhani,True,118,0.242
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-12-30,2026-02-24,56,0,2,1,False,False,False,Duronto,True,260,0.235
12621,Tamil Nadu Express,BSL,ET,2A,2026-01-09,2026-01-26,17,76,1,0,False,False,False,Superfast,False,269,0.144
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-02-19,2026-03-22,31,0,3,6,True,False,True,Duronto,True,63,0.304
12925,Paschim Express,BRC,NDLS,3A,2025-11-27,2026-03-02,95,0,3,0,True,False,False,Superfast,True,77,0.285
12903,Golden Temple Mail,SWM,NDLS,2A,2026-02-13,2026-03-15,30,0,3,6,True,False,True,Superfast,True,56,0.346
12909,Garib Rath,BVI,NDLS,3A,2026-02-03,2026-03-21,46,0,3,5,True,False,True,Garib Rath,True,87,0.055
12953,August Kranti Rajdhani,MMCT,RTM,1A,2026-01-13,2026-01-18,5,111,1,6,False,False,True,Rajdhani,False,306,0.28
12137,Punjab Mail,BPL,JHS,GN,2026-01-21,2026-03-30,68,0,3,0,True,False,False,Mail,True,92,0.143
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-01-20,2026-03-02,41,0,3,0,True,False,False,Duronto,True,398,0.243
12925,Paschim Express,SWM,MTJ,2A,2025-12-22,2026-01-22,31,0,1,3,False,False,False,Superfast,True,361,0.067
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-10-15,2026-01-12,89,0,1,0,False,False,False,Duronto,True,227,0.207
12925,Paschim Express,ST,KOTA,3A,2025-11-11,2026-02-14,95,0,2,5,False,False,True,Superfast,True,110,0.281
12951,Mumbai Rajdhani,KOTA,NDLS,2A,2025-11-13,2026-01-19,67,0,1,0,False,False,False,Rajdhani,True,345,0.238
12621,Tamil Nadu Express,AGC,NDLS,2A,2026-01-20,2026-03-24,63,0,3,1,True,False,False,Superfast,True,130,0.127
12953,August Kranti Rajdhani,KOTA,NDLS,1A,2025-12-13,2026-03-17,94,0,3,1,True,False,False,Rajdhani,False,56,0.123
12621,Tamil Nadu Express,BPL,AGC,3A,2025-12-24,2026-01-15,22,71,1,3,False,False,False,Superfast,False,385,0.176
12909,Garib Rath,BVI,NDLS,3A,2025-12-17,2026-01-20,34,0,1,1,False,False,False,Garib Rath,True,76,0.104
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-11-19,2026-03-11,112,0,3,2,True,False,False,Duronto,True,209,0.148
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-23,2026-02-17,25,73,2,1,False,False,False,Duronto,False,174,0.189
12187,Mumbai Garib Rath,BPL,JHS,3A,2025-12-23,2026-01-11,19,0,1,6,False,False,True,Garib Rath,True,375,0.302
12951,Mumbai Rajdhani,KOTA,SWM,3A,2026-01-02,2026-02-19,48,0,2,3,False,False,False,Rajdhani,True,264,0.198
12951,Mumbai Rajdhani,BRC,NDLS,2A,2026-01-05,2026-01-16,11,30,1,4,False,False,False,Rajdhani,False,240,0.188
12953,August Kranti Rajdhani,KOTA,NDLS,3A,2026-03-16,2026-04-02,17,0,4,3,True,True,False,Rajdhani,True,272,0.249
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-11-04,2026-02-20,108,0,2,4,False,False,False,Duronto,True,251,0.26
12909,Garib Rath,ST,KOTA,3A,2025-12-22,2026-01-20,29,0,1,1,False,False,False,Garib Rath,True,105,0.097
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-05,2026-01-26,52,0,1,0,False,False,False,Duronto,True,281,0.142
12925,Paschim Express,BVI,ST,3A,2025-12-26,2026-04-08,103,0,4,2,True,True,False,Superfast,True,358,0.062
12909,Garib Rath,BVI,ST,3A,2026-01-16,2026-03-02,45,0,3,0,True,False,False,Garib Rath,True,139,0.059
12137,Punjab Mail,JHS,AGC,1A,2025-11-26,2026-01-24,59,26,1,5,False,False,True,Mail,True,163,0.089
12137,Punjab Mail,ET,NDLS,1A,2026-01-12,2026-03-27,74,0,3,4,True,False,False,Mail,True,88,0.057
12953,August Kranti Rajdhani,ST,NDLS,1A,2026-02-11,2026-02-22,11,0,2,6,False,False,True,Rajdhani,True,136,0.327
12137,Punjab Mail,BPL,MTJ,1A,2026-02-19,2026-04-08,48,0,4,2,True,True,False,Mail,True,145,0.132
12621,Tamil Nadu Express,MMR,BSL,3A,2025-11-27,2026-02-17,82,0,2,1,False,False,False,Superfast,True,331,0.194
12953,August Kranti Rajdhani,BRC,KOTA,1A,2025-12-14,2026-02-05,53,21,2,3,False,False,False,Rajdhani,False,372,0.348
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-01-27,2026-03-13,45,27,3,4,True,False,False,Duronto,True,339,0.201
12137,Punjab Mail,BSL,BPL,1A,2026-02-16,2026-03-28,40,0,3,5,True,False,True,Mail,True,193,0.068
12621,Tamil Nadu Express,BPL,NDLS,3A,2026-01-03,2026-01-23,20,32,1,4,False,False,False,Superfast,True,78,0.279
12903,Golden Temple Mail,KOTA,MTJ,3A,2026-01-19,2026-02-10,22,0,2,1,False,False,False,Superfast,True,233,0.324
12951,Mumbai Rajdhani,KOTA,SWM,3A,2026-02-19,2026-03-15,24,0,3,6,True,False,True,Rajdhani,True,96,0.067
12187,Mumbai Garib Rath,KYN,BSL,3A,2026-02-22,2026-02-22,0,61,2,6,False,False,True,Garib Rath,False,140,0.326
12909,Garib Rath,MMCT,BVI,3A,2026-01-26,2026-04-11,75,0,4,5,True,True,True,Garib Rath,True,106,0.304
12909,Garib Rath,MMCT,BRC,3A,2025-11-09,2026-01-23,75,0,1,4,False,False,False,Garib Rath,True,215,0.091
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-03-20,2026-04-11,22,108,4,5,True,True,True,Duronto,False,232,0.117
12187,Mumbai Garib Rath,KYN,GWL,3A,2026-01-06,2026-04-09,93,0,4,3,True,True,False,Garib Rath,True,140,0.269
12187,Mumbai Garib Rath,BPL,NDLS,3A,2026-03-06,2026-03-29,23,61,3,6,True,False,True,Garib Rath,False,163,0.242
12953,August Kranti Rajdhani,RTM,KOTA,2A,2025-10-17,2026-01-20,95,0,1,1,False,False,False,Rajdhani,True,213,0.1
12953,August Kranti Rajdhani,BRC,KOTA,1A,2026-01-04,2026-02-06,33,0,2,4,False,False,False,Rajdhani,True,105,0.266
12951,Mumbai Rajdhani,SWM,NDLS,3A,2025-12-10,2026-02-01,53,0,2,6,False,False,True,Rajdhani,True,229,0.214
12953,August Kranti Rajdhani,RTM,KOTA,1A,2025-11-24,2026-01-20,57,26,1,1,False,False,False,Rajdhani,False,213,0.128
12953,August Kranti Rajdhani,MMCT,RTM,1A,2025-11-07,2026-02-28,113,0,2,5,False,False,True,Rajdhani,True,88,0.214
12953,August Kranti Rajdhani,BRC,NDLS,3A,2025-11-19,2026-03-13,114,0,3,4,True,False,False,Rajdhani,True,270,0.333
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-02-10,2026-02-22,12,27,2,6,False,False,True,Duronto,False,333,0.267
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-12-24,2026-01-23,30,0,1,4,False,False,False,Duronto,True,301,0.096
12909,Garib Rath,MMCT,KOTA,3A,2026-02-27,2026-04-05,37,0,4,6,True,True,True,Garib Rath,True,63,0.112
12925,Paschim Express,BVI,KOTA,2A,2026-01-22,2026-03-02,39,0,3,0,True,False,False,Superfast,True,96,0.243
12137,Punjab Mail,NMD,GWL,SL,2025-12-18,2026-02-03,47,0,2,1,False,False,False,Mail,True,184,0.118
12925,Paschim Express,MMCT,BRC,2A,2026-03-27,2026-04-06,10,67,4,0,True,True,False,Superfast,False,351,0.118
12951,Mumbai Rajdhani,SWM,NDLS,3A,2025-12-15,2026-03-12,87,0,3,3,True,False,False,Rajdhani,True,170,0.193
12953,August Kranti Rajdhani,RTM,KOTA,3A,2026-01-04,2026-03-18,73,0,3,2,True,False,False,Rajdhani,True,396,0.345
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-17,2026-02-07,21,0,2,5,False,False,True,Duronto,True,399,0.181
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-02-18,2026-03-01,11,0,3,6,True,False,True,Duronto,True,191,0.206
12951,Mumbai Rajdhani,SWM,NDLS,2A,2026-01-10,2026-01-29,19,73,1,3,False,False,False,Rajdhani,False,101,0.327
12187,Mumbai Garib Rath,CSMT,BPL,3A,2025-11-12,2026-03-04,112,0,3,2,True,False,False,Garib Rath,True,385,0.196
12187,Mumbai Garib Rath,BPL,JHS,3A,2026-01-27,2026-03-03,35,0,3,1,True,False,False,Garib Rath,True,255,0.062
12909,Garib Rath,BVI,ST,3A,2025-10-20,2026-02-14,117,0,2,5,False,False,True,Garib Rath,True,60,0.151
12925,Paschim Express,RTM,MTJ,GN,2025-12-22,2026-04-10,109,0,4,4,True,True,False,Superfast,True,166,0.09
12621,Tamil Nadu Express,BPL,AGC,GN,2026-01-16,2026-04-03,77,0,4,4,True,True,False,Superfast,True,276,0.113
12137,Punjab Mail,JHS,MTJ,1A,2025-11-27,2026-01-31,65,0,1,5,False,False,True,Mail,True,309,0.171
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-10-16,2026-02-05,112,0,2,3,False,False,False,Duronto,True,177,0.06
12951,Mumbai Rajdhani,KOTA,SWM,2A,2026-01-23,2026-03-11,47,0,3,2,True,False,False,Rajdhani,True,398,0.059
12909,Garib Rath,BRC,NDLS,3A,2025-11-21,2026-03-12,111,0,3,3,True,False,False,Garib Rath,True,229,0.153
12925,Paschim Express,BVI,RTM,2A,2025-11-29,2026-01-17,49,6,1,5,False,False,True,Superfast,True,159,0.307
12903,Golden Temple Mail,ST,KOTA,GN,2025-11-09,2026-01-13,65,0,1,1,False,False,False,Superfast,True,399,0.053
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-02-25,2026-03-29,32,39,3,6,True,False,True,Duronto,False,379,0.133
12137,Punjab Mail,ET,AGC,3A,2026-02-12,2026-03-11,27,58,3,2,True,False,False,Mail,False,253,0.225
12951,Mumbai Rajdhani,KOTA,NDLS,2A,2025-10-29,2026-01-24,87,0,1,5,False,False,True,Rajdhani,True,222,0.347
12909,Garib Rath,ST,KOTA,3A,2026-01-06,2026-01-30,24,67,1,4,False,False,False,Garib Rath,False,357,0.171
12909,Garib Rath,BVI,ST,3A,2026-01-07,2026-02-13,37,0,2,4,False,False,False,Garib Rath,True,68,0.225
12187,Mumbai Garib Rath,KYN,JHS,3A,2025-12-23,2026-03-20,87,0,3,4,True,False,False,Garib Rath,True,293,0.322
12909,Garib Rath,KOTA,NDLS,3A,2025-12-19,2026-04-05,107,0,4,6,True,True,True,Garib Rath,True,142,0.138
12621,Tamil Nadu Express,MMR,NDLS,SL,2025-12-21,2026-03-23,92,0,3,0,True,False,False,Superfast,True,143,0.334
12909,Garib Rath,MMCT,ST,3A,2026-01-22,2026-02-19,28,54,2,3,False,False,False,Garib Rath,False,183,0.226
12621,Tamil Nadu Express,KYN,BPL,2A,2025-12-13,2026-04-02,110,0,4,3,True,True,False,Superfast,True,367,0.071
12903,Golden Temple Mail,MTJ,NDLS,GN,2025-12-13,2026-02-18,67,0,2,2,False,False,False,Superfast,True,127,0.091
12903,Golden Temple Mail,RTM,NDLS,GN,2026-02-02,2026-02-20,18,24,2,4,False,False,False,Superfast,True,373,0.346
12909,Garib Rath,MMCT,BVI,3A,2026-01-02,2026-02-06,35,25,2,4,False,False,False,Garib Rath,True,131,0.197
12953,August Kranti Rajdhani,ST,NDLS,3A,2026-01-08,2026-03-03,54,21,3,1,True,False,False,Rajdhani,True,69,0.21
12909,Garib Rath,MMCT,BRC,3A,2026-04-05,2026-04-07,2,16,4,1,True,True,False,Garib Rath,True,226,0.144
12953,August Kranti Rajdhani,RTM,NDLS,1A,2026-01-08,2026-01-16,8,39,1,4,False,False,False,Rajdhani,False,316,0.229
12909,Garib Rath,BRC,KOTA,3A,2025-11-19,2026-03-14,115,0,3,5,True,False,True,Garib Rath,True,146,0.099
12137,Punjab Mail,CSMT,BSL,2A,2025-10-26,2026-01-27,93,0,1,1,False,False,False,Mail,True,61,0.227
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-02-13,2026-04-02,48,13,4,3,True,True,False,Duronto,False,354,0.348
12953,August Kranti Rajdhani,MMCT,ST,3A,2026-02-19,2026-03-05,14,0,3,3,True,False,False,Rajdhani,True,292,0.261
12903,Golden Temple Mail,MMCT,RTM,GN,2025-10-31,2026-01-23,84,0,1,4,False,False,False,Superfast,True,188,0.237
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-12-20,2026-01-25,36,0,1,6,False,False,True,Duronto,True,152,0.283
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-12-27,2026-02-17,52,0,2,1,False,False,False,Duronto,True,156,0.256
12621,Tamil Nadu Express,BPL,JHS,2A,2026-04-05,2026-04-06,1,48,4,0,True,True,False,Superfast,False,392,0.198
12953,August Kranti Rajdhani,KOTA,NDLS,3A,2025-10-23,2026-01-23,92,0,1,4,False,False,False,Rajdhani,True,379,0.119
12925,Paschim Express,RTM,NDLS,2A,2026-01-21,2026-02-02,12,6,2,0,False,False,False,Superfast,True,396,0.144
12953,August Kranti Rajdhani,MMCT,ST,1A,2025-10-11,2026-01-28,109,0,1,2,False,False,False,Rajdhani,True,137,0.149
12621,Tamil Nadu Express,ET,BPL,SL,2025-11-11,2026-02-23,104,0,2,0,False,False,False,Superfast,True,255,0.17
12621,Tamil Nadu Express,ET,NDLS,GN,2025-11-23,2026-03-05,102,0,3,3,True,False,False,Superfast,True,135,0.084
12951,Mumbai Rajdhani,BRC,KOTA,2A,2025-12-01,2026-03-27,116,0,3,4,True,False,False,Rajdhani,True,341,0.254
12267,Mumbai Duronto,MMCT,NDLS,1A,2025-12-19,2026-04-08,110,0,4,2,True,True,False,Duronto,True,116,0.195
12621,Tamil Nadu Express,KYN,BPL,GN,2026-01-14,2026-01-19,5,76,1,0,False,False,False,Superfast,False,397,0.207
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-01-11,2026-03-18,66,0,3,2,True,False,False,Garib Rath,True,366,0.079
